Handle,Title,Body (HTML),Vendor
highlighter23,HIGHLIGHTER,"<p><strong>Model no:</strong> 490 <br><br></p>
<!-- split -->
<ul id=""tabs"">
<li><a href=""#"" id=""tab1"">Description </a></li>
<li><a href=""#"" id=""tab2"">Specifications</a></li>
<li><a href=""#"" id=""tab3"">Others</a></li>
</ul>
<div class=""container"" id=""tab1C"">Description Tab Text</div>
<div class=""container"" id=""tab2C"">
<strong>Demo1:</strong> Demo 1 specification<br> <strong>Demo2</strong>: Demo 2 specification<br> <strong>Demo3:</strong> Demo 3 specification<br> <strong>Demo4:</strong> Demo 4 specification<br> <strong>Demo5:</strong> Demo 5 specification</div>
<div class=""container"" id=""tab3C"">Other Content</div>
<!-- split -->",PELIKAN
highlighter23,,,
highlighter23,,,
highlighter23,,,
highlighter21,HIGHLIGHTER,"<p><strong>Model no:</strong> OR-503 <br><strong>ALU:</strong> 2308 <br><strong>Color:</strong> ORANGE</p>
<!-- split -->
<ul id=""tabs"">
<li><a href=""#"" id=""tab1"">Description </a></li>
<li><a href=""#"" id=""tab2"">Specifications</a></li>
<li><a href=""#"" id=""tab3"">Others</a></li>
</ul>
<div class=""container"" id=""tab1C"">Description Tab Text</div>
<div class=""container"" id=""tab2C"">
<strong>Demo1:</strong> Demo 1 specification<br> <strong>Demo2</strong>: Demo 2 specification<br> <strong>Demo3:</strong> Demo 3 specification<br> <strong>Demo4:</strong> Demo 4 specification<br> <strong>Demo5:</strong> Demo 5 specification</div>
<div class=""container"" id=""tab3C"">Other Content</div>
<!-- split -->",None
highlighter19,HIGHLIGHTER,"<p>TRATTO VIDEO <br><br></p>
<!-- split -->
<ul id=""tabs"">
<li><a href=""#"" id=""tab1"">Description </a></li>
</ul>
<div class=""container"" id=""tab1C"">Highlighter chisel tip with ink universal water-based. High bright.</div>
<!-- split -->",TRATTO
highlighter19,,,
highlighter19,,,
highlighter19,,,
highlighter19,,,
highlighter19,,,
highlighter12,HIGHLIGHTER,"<p><strong>Model no:</strong> OR-503 <br><strong>ALU:</strong> 8000000000000 <br><strong>Color:</strong> GREEN</p>
<!-- split -->
<ul id=""tabs"">
<li><a href=""#"" id=""tab1"">Description </a></li>
<li><a href=""#"" id=""tab2"">Specifications</a></li>
<li><a href=""#"" id=""tab3"">Others</a></li>
</ul>
<div class=""container"" id=""tab1C"">Description Tab Text</div>
<div class=""container"" id=""tab2C"">
<strong>Demo1:</strong> Demo 1 specification<br> <strong>Demo2</strong>: Demo 2 specification<br> <strong>Demo3:</strong> Demo 3 specification<br> <strong>Demo4:</strong> Demo 4 specification<br> <strong>Demo5:</strong> Demo 5 specification</div>
<div class=""container"" id=""tab3C"">Other Content</div>
<!-- split -->",None
highlighter6,HIGHLIGHTER,"<p><strong>Model no:</strong> 606 <br><strong>Brand:</strong> YOSOGO <br><strong>ALU:</strong> 6001 <br><strong>Color:</strong> FL ORANGE</p>
<!-- split -->
<ul id=""tabs"">
<li><a href=""#"" id=""tab1"">Description </a></li>
<li><a href=""#"" id=""tab2"">Specifications</a></li>
<li><a href=""#"" id=""tab3"">Others</a></li>
</ul>
<div class=""container"" id=""tab1C"">Description Tab Text</div>
<div class=""container"" id=""tab2C"">
<strong>Demo1:</strong> Demo 1 specification<br> <strong>Demo2</strong>: Demo 2 specification<br> <strong>Demo3:</strong> Demo 3 specification<br> <strong>Demo4:</strong> Demo 4 specification<br> <strong>Demo5:</strong> Demo 5 specification</div>
<div class=""container"" id=""tab3C"">Other Content</div>
<!-- split -->",YOSOGO
highlighter5,HIGHLIGHTER,"<p><strong>Model no:</strong> 606 <br><strong>Brand:</strong> YOSOGO <br><strong>ALU:</strong> 5999 <br><strong>Color:</strong> FL GREEN</p>
<!-- split -->
<ul id=""tabs"">
<li><a href=""#"" id=""tab1"">Description </a></li>
<li><a href=""#"" id=""tab2"">Specifications</a></li>
<li><a href=""#"" id=""tab3"">Others</a></li>
</ul>
<div class=""container"" id=""tab1C"">Description Tab Text</div>
<div class=""container"" id=""tab2C"">
<strong>Demo1:</strong> Demo 1 specification<br> <strong>Demo2</strong>: Demo 2 specification<br> <strong>Demo3:</strong> Demo 3 specification<br> <strong>Demo4:</strong> Demo 4 specification<br> <strong>Demo5:</strong> Demo 5 specification</div>
<div class=""container"" id=""tab3C"">Other Content</div>
<!-- split -->",YOSOGO
highlighter4,HIGHLIGHTER,"<p><strong>Model no:</strong> SH800 <br><br></p>
<!-- split -->
<ul id=""tabs"">
<li><a href=""#"" id=""tab1"">Description</a></li>
</ul>
<div class=""container"" id=""tab1C"">
<p>Brand: FLAMINGO</p>
<p>Case Material: Plastic</p>
<p>Erasable: No</p>
<ul>
<li>To highlight words or text in books, pamphlets, letters, etc.</li>
<li>Virtually any paper for copying and faxing.</li>
<li>High light fastness.</li>
<li>Not smears text printed on inkjet printers.</li>
<li>Fluorescent saturated colors.</li>
</ul>
</div>
<div class=""container"" id=""tab2C"">
<strong>Demo1:</strong> Demo 1 specification<br> <strong>Demo2</strong>: Demo 2 specification<br> <strong>Demo3:</strong> Demo 3 specification<br> <strong>Demo4:</strong> Demo 4 specification<br> <strong>Demo5:</strong> Demo 5 specification</div>
<div class=""container"" id=""tab3C"">Other Content</div>
<!-- split -->",FLAMINGO
highlighter4,,,
highlighter4,,,
highlighter4,,,
highlighter4,,,
highlighter,HIGHLIGHTER,"<p><strong>Model no:</strong> B4861 <br><strong>Brand:</strong> HELLO PARTNER <br><strong>ALU:</strong> 5727 <br><strong>Color:</strong> ASST</p>
<!-- split -->
<ul id=""tabs"">
<li><a href=""#"" id=""tab1"">Description </a></li>
<li><a href=""#"" id=""tab2"">Specifications</a></li>
<li><a href=""#"" id=""tab3"">Others</a></li>
</ul>
<div class=""container"" id=""tab1C"">Description Tab Text</div>
<div class=""container"" id=""tab2C"">
<strong>Demo1:</strong> Demo 1 specification<br> <strong>Demo2</strong>: Demo 2 specification<br> <strong>Demo3:</strong> Demo 3 specification<br> <strong>Demo4:</strong> Demo 4 specification<br> <strong>Demo5:</strong> Demo 5 specification</div>
<div class=""container"" id=""tab3C"">Other Content</div>
<!-- split -->",HELLO PARTNER
high-back-chair35,HIGH BACK CHAIR,<p>PU <br><strong>Model no:</strong> JC-17 <br><strong>Brand:</strong> MEIBANG <br><strong>ALU:</strong> 6310 <br><strong>Color:</strong> YELLOW</p>,MEIBANG
high-back-chair34,HIGH BACK CHAIR,<p>PU <br><strong>Model no:</strong> JC-18 <br><strong>Brand:</strong> MEIBANG <br><strong>ALU:</strong> 6316 <br><strong>Color:</strong> VIOLET</p>,MEIBANG
high-back-chair32,HIGH BACK CHAIR,<p>PU <br><strong>Model no:</strong> JC-16 <br><strong>Brand:</strong> MEIBANG <br><strong>ALU:</strong> 6759 <br><strong>Color:</strong> BROWN</p>,MEIBANG
high-back-chair31,HIGH BACK CHAIR,<p>FABRIC <br><strong>Model no:</strong> W-150B <br><strong>Brand:</strong> ANJI <br><strong>ALU:</strong> 6902 <br><strong>Color:</strong> BLK/GREY</p>,ANJI
high-back-chair31,,,
high-back-chair31,,,
high-back-chair29,HIGH BACK CHAIR,<p>MESH <br><strong>Model no:</strong> W-156</p>,ANJI
high-back-chair29,,,
high-back-chair29,,,
high-back-chair28,HIGH BACK CHAIR,<p>PU <br><strong>Model no:</strong> W-122B <br><strong>Brand:</strong> ANJI <br><strong>ALU:</strong> 6901 <br><strong>Color:</strong> BLACK</p>,ANJI
high-back-chair28,,,
high-back-chair28,,,
high-back-chair26,HIGH BACK CHAIR,<p>PU <br><strong>Model no:</strong> SP280 <br><strong>Brand:</strong> SAFARI <br><strong>ALU:</strong> 6307 <br><strong>Color:</strong> BLACK</p>,SAFARI
high-back-chair26,,,
high-back-chair26,,,
high-back-chair25,HIGH BACK CHAIR,<p>HALF LEATHER <br><strong>Model no:</strong> SE1011/H/HL <br><strong>Brand:</strong> AM <br><strong>ALU:</strong> 6753 <br><strong>Color:</strong> BLACK</p>,AM
high-back-chair25,,,
high-back-chair25,,,
high-back-chair24,HIGH BACK CHAIR,<p>PU <br><strong>Model no:</strong> R368 <br><strong>Brand:</strong> SAFARI <br><strong>ALU:</strong> 6303 <br><strong>Color:</strong> BLACK</p>,SAFARI
high-back-chair23,HIGH BACK CHAIR,<p>PVC <br><strong>Model no:</strong> PR-01 <br><strong>Brand:</strong> WILLY <br><strong>ALU:</strong> 6302 <br><strong>Color:</strong> BLACK</p>,WILLY
high-back-chair22,HIGH BACK CHAIR,<p>HALF LEATHER <br><strong>Model no:</strong> OC/EX11/H/HL <br><strong>Brand:</strong> AM <br><strong>ALU:</strong> 6818 <br><strong>Color:</strong> BLACK</p>,AM
high-back-chair21,HIGH BACK CHAIR,<p>FABRIC <br><strong>Model no:</strong> OC/EX11/H/FF <br><strong>Brand:</strong> AM <br><strong>ALU:</strong> 6817 <br><strong>Color:</strong> BLACK</p>,AM
high-back-chair20,HIGH BACK CHAIR,<p>FABRIC <br><strong>Model no:</strong> MILAN11/H/FF <br><strong>Brand:</strong> AM <br><strong>ALU:</strong> 6815 <br><strong>Color:</strong> BLACK</p>,AM
high-back-chair19,HIGH BACK CHAIR,<p>PVC <br><strong>Model no:</strong> LV-01 <br><strong>Brand:</strong> WILLY <br><strong>ALU:</strong> 6547 <br><strong>Color:</strong> BLACK</p>,WILLY
high-back-chair18,HIGH BACK CHAIR,<p>FABRIC <br><strong>Model no:</strong> LN-01 <br><strong>Brand:</strong> WILLY <br><strong>ALU:</strong> 6813 <br><strong>Color:</strong> BLACK</p>,WILLY
high-back-chair17,HIGH BACK CHAIR,<p>FABRIC <br><strong>Model no:</strong> KS-1101 <br><strong>Brand:</strong> WILLY <br><strong>ALU:</strong> 6701 <br><strong>Color:</strong> BLACK</p>,WILLY
high-back-chair17,,,
high-back-chair17,,,
high-back-chair16,HIGH BACK CHAIR,<p>MESH <br><strong>Model no:</strong> JC-08 <br><strong>Brand:</strong> MEIBANG <br><strong>ALU:</strong> 6630 <br><strong>Color:</strong> BLACK</p>,MEIBANG
high-back-chair15,HIGH BACK CHAIR,<p>PU <br><strong>Model no:</strong> JC-07 <br><strong>Brand:</strong> MEIBANG <br><strong>ALU:</strong> 6631 <br><strong>Color:</strong> BLACK</p>,MEIBANG
high-back-chair14,HIGH BACK CHAIR,<p>MESH <br><strong>Model no:</strong> JC-06 <br><strong>Brand:</strong> MEIBANG <br><strong>ALU:</strong> 6699 <br><strong>Color:</strong> BLACK</p>,MEIBANG
high-back-chair14,,,
high-back-chair14,,,
high-back-chair13,HIGH BACK CHAIR,<p>PU <br><strong>Model no:</strong> JC-05 <br><strong>Brand:</strong> MEIBANG <br><strong>ALU:</strong> 6633 <br><strong>Color:</strong> BLACK</p>,MEIBANG
high-back-chair12,HIGH BACK CHAIR,<p>PU <br><strong>Model no:</strong> JC-01 <br><strong>Brand:</strong> MEIBANG <br><strong>ALU:</strong> 6698 <br><strong>Color:</strong> BLACK</p>,MEIBANG
high-back-chair11,HIGH BACK CHAIR,<p>PU <br><strong>Model no:</strong> INS285 <br><strong>Brand:</strong> SAFARI <br><strong>ALU:</strong> 6812 <br><strong>Color:</strong> BLACK</p>,SAFARI
high-back-chair10,HIGH BACK CHAIR,<p>FABRIC <br><strong>Model no:</strong> EX11/FF <br><strong>Brand:</strong> AM <br><strong>ALU:</strong> 6697 <br><strong>Color:</strong> BLACK</p>,AM
high-back-chair9,HIGH BACK CHAIR,<p>FABRIC <br><strong>Model no:</strong> DK-01 <br><strong>Brand:</strong> WILLY <br><strong>ALU:</strong> 6546 <br><strong>Color:</strong> BLACK</p>,WILLY
high-back-chair8,HIGH BACK CHAIR,<p>MESH <br><strong>Model no:</strong> C3-730 <br><strong>Brand:</strong> SAFARI <br><strong>ALU:</strong> 6758 <br><strong>Color:</strong> BLACK</p>,SAFARI
high-back-chair7,HIGH BACK CHAIR,<p>MESH <br><strong>Model no:</strong> BWD-420 <br><strong>Brand:</strong> MEIBANG <br><strong>ALU:</strong> 6760 <br><strong>Color:</strong> BLACK</p>,MEIBANG
high-back-chair6,HIGH BACK CHAIR,<p>MESH <br><strong>Model no:</strong> BWC-480 <br><strong>Brand:</strong> MEIBANG <br><strong>ALU:</strong> 6313 <br><strong>Color:</strong> BLACK</p>,MEIBANG
high-back-chair5,HIGH BACK CHAIR,<p>FABRIC <br><strong>Model no:</strong> AM130H/FF <br><strong>Brand:</strong> AM <br><strong>ALU:</strong> 6312 <br><strong>Color:</strong> BLACK</p>,AM
high-back-chair4,HIGH BACK CHAIR,<p>FABRIC <br><strong>Model no:</strong> AM130/H/FF <br><strong>Brand:</strong> AM <br><strong>ALU:</strong> 6311 <br><strong>Color:</strong> BLACK</p>,AM
high-back-chair3,HIGH BACK CHAIR,<p>HALF LEATHER <br><strong>Model no:</strong> AM122/H/HL <br><strong>Brand:</strong> AM <br><strong>ALU:</strong> 6549 <br><strong>Color:</strong> BLACK</p>,AM
high-back-chair3,,,
high-back-chair3,,,
high-back-chair2,HIGH BACK CHAIR,<p>FABRIC <br><strong>Model no:</strong> AM121H/FF <br><strong>Brand:</strong> AM <br><strong>ALU:</strong> 6816 <br><strong>Color:</strong> BLACK</p>,AM
high-back-chair2,,,
high-back-chair2,,,
heavy-duty-stapler9,HEAVY DUTY STAPLER,"<p><strong>Model no:</strong> HD-3D <br><strong>Brand:</strong> MAX <br><strong>ALU:</strong> 4900000000000 <br><strong>Color:</strong> NAVY BLU</p>
<!-- split -->
<ul id=""tabs"">
<li><a href=""#"" id=""tab1"">Description </a></li>
<li><a href=""#"" id=""tab2"">Specifications</a></li>
</ul>
<div class=""container"" id=""tab1C"">*Durable and lever handle for stapling ease.<br>*Asjustable depth up to 60mm<br>*Staple up to 75sheets of 64gsm (55kg) paper</div>
<div class=""container"" id=""tab2C"">
<table>
<tbody>
<tr>
<td width=""135"">
<p><strong>MODEL</strong></p>
</td>
<td width=""399"">
<p>HD-3D BLUE</p>
</td>
</tr>
<tr>
<td width=""135"">
<p><strong>WEIGHT</strong></p>
</td>
<td width=""399"">
<p>800grams</p>
</td>
</tr>
<tr>
<td width=""135"">
<p><strong>DIMENSIONS</strong></p>
</td>
<td width=""399"">
<p>67(H) x 260(W) x 157(L) mm</p>
</td>
</tr>
<tr>
<td width=""135"">
<p><strong>STAPLING CAPACITY</strong></p>
</td>
<td width=""399"">
<p>2-75 sheets of 64gsm (55kgs) paper</p>
</td>
</tr>
<tr>
<td width=""135"">
<p><strong>LOAD CAPASITY</strong></p>
</td>
<td width=""399"">
<p>100 staples</p>
</td>
</tr>
<tr>
<td width=""135"">
<p><strong>THROAT DEPTH</strong></p>
</td>
<td width=""399"">
<p>60mm</p>
</td>
</tr>
<tr>
<td width=""135"">
<p><strong>STAPLES</strong></p>
</td>
<td width=""399"">
<p>No.3-1M, No.3-5M, No.3-10</p>
</td>
</tr>
</tbody>
</table>
</div>
<div class=""container"" id=""tab3C"">Other Content</div>
<!-- split -->",MAX
heavy-duty-stapler8,HEAVY DUTY STAPLER,"<p><strong>Model no:</strong> HD-3DF <br><br></p>
<!-- split -->
<ul id=""tabs"">
<li><a href=""#"" id=""tab1"">Features </a></li>
<li><a href=""#"" id=""tab2"">Specifications</a></li>
</ul>
<div class=""container"" id=""tab1C"">*Papers stack neat &amp; flat. <br> *Ultra light touch closing action. <br> *One touch quick loading mechanism<br> *Fashionable high impact plastic frames. <br> *Adjustable paper stop adjusts throat depth to 2""(50 mm)</div>
<div class=""container"" id=""tab2C"">
<strong>MODEL:</strong> HD-3DF<br> <strong>WEIGHT:</strong> 3.3 lbs.(1.5kg)<br> <strong>DIMENSIONS:</strong> 3 1/4""(W) x 12""(L) x 7""(H) (84 x 304 x 178 mm)<br> <strong>STAPLING CAPACITY:</strong> 2 - 75 sheets of paper (depends on type and weight of the paper)<br> <strong>LOAD CAPASITY:</strong> 100 staples<br> <strong>THROAT DEPTH:</strong> 2"" (50 mm)<br> <strong>STAPLES: </strong>Max No. 3 staples No. 3-1M, No. 3-10<br><br> <strong>STAPLES FOR HD-3DF:</strong><br>
<table border=""1"" cellpadding=""0"" cellspacing=""0"" width=""100%"">
<thead>
<tr>
<th>ITEM #</th>
<th>CROWN SIZE</th>
<th>LEG LENGTH</th>
<th>STAPLES /STRIP</th>
<th>STAPLES /BOX</th>
<th>CAPACITY</th>
</tr>
</thead>
<tbody>
<tr>
<td>No.3-1M</td>
<td>1/2""</td>
<td>1/4""</td>
<td>50 staples</td>
<td>1000 staples</td>
<td>2-25 sheets</td>
</tr>
<tr>
<td>No.3-10</td>
<td>1/2""</td>
<td>3/8""</td>
<td>50 staples</td>
<td>5000 staples</td>
<td>2-75 sheets</td>
</tr>
</tbody>
</table>
</div>
<!-- split -->",MAX
heavy-duty-stapler8,,,
heavy-duty-stapler7,HEAVY DUTY STAPLER,"<p>SOFT GRIP LESS EFFORT <br><strong>Model no:</strong> LE-23S13QL <br><strong>Brand:</strong> KANGAROO <br><strong>ALU:</strong> 4900000000000 <br><strong>Color:</strong> ASST</p>
<!-- split -->
<ul id=""tabs"">
<li><a href=""#"" id=""tab1"">Description </a></li>
<li><a href=""#"" id=""tab2"">Specifications</a></li>
</ul>
<div class=""container"" id=""tab1C"">• Accepts 4 staple sizes<br>• quick loading <br>• staple upto 100 sheets<br>• soft grip<br>• anti-skid feet<br>• staple storage compartment<br>• easy replaceability of spare parts<br>• throat depth...60 mm<br>• Size...........263*70*205(mm)</div>
<div class=""container"" id=""tab2C"">
<table>
<tbody>
<tr>
<td width=""191"">
<p><strong>No. of Sheets* / Thickness</strong></p>
</td>
<td width=""90"">
<p><strong>Leg Length</strong></p>
</td>
<td width=""106"">
<p><strong>Staple Use</strong></p>
</td>
</tr>
<tr>
<td width=""191"">
<p>2~ 30 / 3 mm</p>
</td>
<td width=""90"">
<p>6 mm</p>
</td>
<td width=""106"">
<p>23/6</p>
</td>
</tr>
<tr>
<td width=""191"">
<p>25~ 50 / 5 mm</p>
</td>
<td width=""90"">
<p>8 mm</p>
</td>
<td width=""106"">
<p>23/8</p>
</td>
</tr>
<tr>
<td width=""191"">
<p>30~ 70 / 7 mm</p>
</td>
<td width=""90"">
<p>10 mm</p>
</td>
<td width=""106"">
<p>23/10</p>
</td>
</tr>
<tr>
<td width=""191"">
<p>50~ 100 / 9 mm</p>
</td>
<td width=""90"">
<p>13 mm</p>
</td>
<td width=""106"">
<p>23/13</p>
</td>
</tr>
</tbody>
</table>
<p> </p>
</div>
<div class=""container"" id=""tab3C"">Other Content</div>
<!-- split -->",KANGAROO
